##mmu	Mus musculus (mouse)
##Method: ID mapping (ensembl_gene_id)
##Summary:	285 succeed, 27 fail

#Query	Gene ID|Gene name|Hyperlink
ENSMUSG00000025648	mmu:270198|Pfkfb4, C230090D14|http://www.genome.jp/dbget-bin/www_bget?mmu:270198
ENSMUSG00000007216	mmu:243372|Zfp775, C130032F08Rik, Znf775|http://www.genome.jp/dbget-bin/www_bget?mmu:243372
ENSMUSG00000038181	mmu:100910|Chpf2, 2010209O12Rik, AW060945, Gm42230, mKIAA1402, mir-671|http://www.genome.jp/dbget-bin/www_bget?mmu:100910
ENSMUSG00000020544	mmu:69802|Cox11, 2010004I09Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:69802
ENSMUSG00000044352	mmu:237761|Sowaha, A830006N08Rik, Ankrd43|http://www.genome.jp/dbget-bin/www_bget?mmu:237761
ENSMUSG00000066060	mmu:433751|Gm12866|http://www.genome.jp/dbget-bin/www_bget?mmu:433751
ENSMUSG00000037583	mmu:23957|Nr0b2, SHP, SHP-1, Shp1|http://www.genome.jp/dbget-bin/www_bget?mmu:23957
ENSMUSG00000063838	mmu:58804|Cdc42ep5, 1700027J19Rik, 2010007O02Rik, Borg3, C85526, CEP5|http://www.genome.jp/dbget-bin/www_bget?mmu:58804
ENSMUSG00000113137	None
ENSMUSG00000036273	mmu:66725|Lrrk2, 4921513O20Rik, 9330188B09Rik, AW561911, D630001M17Rik, Gm927, cI-46|http://www.genome.jp/dbget-bin/www_bget?mmu:66725
ENSMUSG00000004508	mmu:14389|Gab2, AI463667, D130058I17Rik, p97|http://www.genome.jp/dbget-bin/www_bget?mmu:14389
ENSMUSG00000055053	mmu:18029|Nfic, 1110019L22Rik, 1500041O16Rik, AA589446, AI746521, NF1-C|http://www.genome.jp/dbget-bin/www_bget?mmu:18029
ENSMUSG00000050064	mmu:242109|Zfp697, 9430053K19, AI467503, Znf697|http://www.genome.jp/dbget-bin/www_bget?mmu:242109
ENSMUSG00000097253	None
ENSMUSG00000033233	mmu:229644|Trim45, 4921530N01Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:229644
ENSMUSG00000023092	mmu:14199|Fhl1, FHL-1, KyoT, RAM14-1, SLIM, SLIM-1|http://www.genome.jp/dbget-bin/www_bget?mmu:14199
ENSMUSG00000038578	mmu:634731|Susd1, A530080P10, Gm12528|http://www.genome.jp/dbget-bin/www_bget?mmu:634731
ENSMUSG00000108049	None
ENSMUSG00000030711	mmu:20887|Sult1a1, AI266890, PST, ST1A1, ST1A4, Stp, Stp1, mSTp1|http://www.genome.jp/dbget-bin/www_bget?mmu:20887
ENSMUSG00000023764	mmu:78887|Sfi1|http://www.genome.jp/dbget-bin/www_bget?mmu:78887
ENSMUSG00000057778	mmu:192986|Cyb5d2, 9330151E16Rik, Gm2|http://www.genome.jp/dbget-bin/www_bget?mmu:192986
ENSMUSG00000024778	mmu:14102|Fas, AI196731, APO1, APT1, CD95, TNFR6, Tnfrsf6, lpr|http://www.genome.jp/dbget-bin/www_bget?mmu:14102
ENSMUSG00000026987	mmu:407823|Baz2b, 5830435C13Rik, BC053917, D2Ertd794e|http://www.genome.jp/dbget-bin/www_bget?mmu:407823
ENSMUSG00000097445	None
ENSMUSG00000102383	None
ENSMUSG00000038784	mmu:53621|Cnot4, Not4, Not4h, Not4hp|http://www.genome.jp/dbget-bin/www_bget?mmu:53621
ENSMUSG00000043822	mmu:66548|Adamtsl5, 2010109H09Rik, Thsd6|http://www.genome.jp/dbget-bin/www_bget?mmu:66548
ENSMUSG00000035329	mmu:70611|Fbxo33, 5730501N20Rik, AI642135|http://www.genome.jp/dbget-bin/www_bget?mmu:70611
ENSMUSG00000117446	None
ENSMUSG00000097287	None
ENSMUSG00000029135	mmu:14284|Fosl2, Fra-2|http://www.genome.jp/dbget-bin/www_bget?mmu:14284
ENSMUSG00000050721	mmu:102595|Plekho2, AI840980, Plekhq1|http://www.genome.jp/dbget-bin/www_bget?mmu:102595
ENSMUSG00000032204	mmu:64008|Aqp9, 1700020I22Rik, AI266899, AQP-9|http://www.genome.jp/dbget-bin/www_bget?mmu:64008
ENSMUSG00000035863	mmu:18483|Palm|http://www.genome.jp/dbget-bin/www_bget?mmu:18483
ENSMUSG00000043372	mmu:71059|Hexim2, 4933402L21Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:71059
ENSMUSG00000094796	mmu:625360||http://www.genome.jp/dbget-bin/www_bget?mmu:625360
ENSMUSG00000026070	mmu:16182|Il18r1, Il18ralpha, Il1rrp|http://www.genome.jp/dbget-bin/www_bget?mmu:16182
ENSMUSG00000029924	mmu:72144|Slc37a3, 2610507O21Rik, AU044904|http://www.genome.jp/dbget-bin/www_bget?mmu:72144
ENSMUSG00000021572	mmu:74470|Cep72, 2610029E11Rik, 4933440J22Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:74470
ENSMUSG00000062373	mmu:74868|Tmem65, 2610029O13Rik, 4930438D12Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:74868
ENSMUSG00000038593	mmu:654470|Tctn1, G730031O11Rik, Tect1|http://www.genome.jp/dbget-bin/www_bget?mmu:654470
ENSMUSG00000045709	mmu:76419|Smkr-ps, 1700023L04Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:76419
ENSMUSG00000030737	mmu:101488|Slco2b1, AI060904, AI852653, OATP-B, Slc21a9|http://www.genome.jp/dbget-bin/www_bget?mmu:101488
ENSMUSG00000049764	mmu:64453|Zfp280b, D10Jhu82e, Suhw2|http://www.genome.jp/dbget-bin/www_bget?mmu:64453
ENSMUSG00000027799	mmu:26422|Nbea, Lyst2, mKIAA1544|http://www.genome.jp/dbget-bin/www_bget?mmu:26422
ENSMUSG00000044017	mmu:243277|Adgrd1, E230012M21Rik, Gpr133|http://www.genome.jp/dbget-bin/www_bget?mmu:243277
ENSMUSG00000021182	mmu:68339|Ccdc88c, 0610010D24Rik, AV000935, AW324073, Daple, mKIAA1509|http://www.genome.jp/dbget-bin/www_bget?mmu:68339
ENSMUSG00000036503	mmu:24017|Rnf13, 2010001H16Rik, Rzf|http://www.genome.jp/dbget-bin/www_bget?mmu:24017
ENSMUSG00000000568	mmu:11991|Hnrnpd, Auf1, Hnrpd|http://www.genome.jp/dbget-bin/www_bget?mmu:11991
ENSMUSG00000006715	mmu:57441|Gmnn, AW546347, Gem|http://www.genome.jp/dbget-bin/www_bget?mmu:57441
ENSMUSG00000000823	mmu:269401|Zfp512b, Gm632, Znf512b|http://www.genome.jp/dbget-bin/www_bget?mmu:269401
ENSMUSG00000017314	mmu:50997|Mpp2, D11Bwg0652e, Dlg2, Dlgh2, Pals4|http://www.genome.jp/dbget-bin/www_bget?mmu:50997
ENSMUSG00000022148	mmu:23880|Fyb, ADAP, B630013F22Rik, FYB-120/130, Fyb1, Slap130, p120/130, p120/p130|http://www.genome.jp/dbget-bin/www_bget?mmu:23880
ENSMUSG00000073400	mmu:19824|Trim10, AI324236, BB139825, Herf1, Rnf9|http://www.genome.jp/dbget-bin/www_bget?mmu:19824
ENSMUSG00000030207	mmu:74525|Fam234b, 8430419L09Rik, mKIAA1467|http://www.genome.jp/dbget-bin/www_bget?mmu:74525
ENSMUSG00000015337	mmu:13804|Endog|http://www.genome.jp/dbget-bin/www_bget?mmu:13804
ENSMUSG00000057530	mmu:230857|Ece1, AW322500, ECE-1, ECE-1a, ECE-1b, ECE-1d|http://www.genome.jp/dbget-bin/www_bget?mmu:230857
ENSMUSG00000028680	mmu:12795|Plk3, Cnk, Fnk, PLK-3, PRK|http://www.genome.jp/dbget-bin/www_bget?mmu:12795
ENSMUSG00000028416	mmu:12017|Bag1, BAG-1, Rap46|http://www.genome.jp/dbget-bin/www_bget?mmu:12017
ENSMUSG00000097643	None
ENSMUSG00000022701	mmu:212153|Ccdc191, 2610015P09Rik, 8430422M09Rik, AU040712|http://www.genome.jp/dbget-bin/www_bget?mmu:212153
ENSMUSG00000045629	mmu:225608|Sh3tc2, D430044G18Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:225608
ENSMUSG00000032193	mmu:16835|Ldlr, Hlb301|http://www.genome.jp/dbget-bin/www_bget?mmu:16835
ENSMUSG00000002948	mmu:26400|Map2k7, 5930412N11Rik, JNKK_2, Jnkk2, MAPKK_7, MEK_7, Mapkk7, Mek7, Mkk7, Prkmk7, sek2|http://www.genome.jp/dbget-bin/www_bget?mmu:26400
ENSMUSG00000022010	mmu:21807|Tsc22d1, AA589566, AW105905, Egr5, TSC-22, Tgfb1i4, Tsc, Tsc22|http://www.genome.jp/dbget-bin/www_bget?mmu:21807
ENSMUSG00000035284	mmu:320528|Vps13c, AI552542, AV026040, C230055H22Rik, W51662, chorein|http://www.genome.jp/dbget-bin/www_bget?mmu:320528
ENSMUSG00000037296	mmu:67207|Lsm1, 2810025O06Rik, CASM|http://www.genome.jp/dbget-bin/www_bget?mmu:67207
ENSMUSG00000036368	mmu:381110|Rmdn2, AW061290, Fam82a1, RMD-2, mRMD-2|http://www.genome.jp/dbget-bin/www_bget?mmu:381110
ENSMUSG00000051727	mmu:233529|Kctd14, AI449310, D7Ertd760e|http://www.genome.jp/dbget-bin/www_bget?mmu:233529
ENSMUSG00000050890	mmu:230809|Pdik1l, BC027088, stk35l2|http://www.genome.jp/dbget-bin/www_bget?mmu:230809
ENSMUSG00000097328	mmu:21944|Tnfsf12, Apo3l, Dr3l, Dr3lg, Tweak|http://www.genome.jp/dbget-bin/www_bget?mmu:21944
ENSMUSG00000002409	mmu:13549|Dyrk1b, Mirk|http://www.genome.jp/dbget-bin/www_bget?mmu:13549
ENSMUSG00000099708	None
ENSMUSG00000073563	mmu:70425|Csnk1g3, 3300002K07Rik, C330049O21Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:70425
ENSMUSG00000020319	mmu:216560|Wdpcp, AV249152, Frtz, homolog-13|http://www.genome.jp/dbget-bin/www_bget?mmu:216560
ENSMUSG00000022708	mmu:56490|Zbtb20, 1300017A20Rik, 7330412A13Rik, A930017C21Rik, D16Wsu73e, DPZF, HOF, J20, ODA-8S, Oda8, Tg(PDGFB-APPSwInd)20Lms, Zfp288|http://www.genome.jp/dbget-bin/www_bget?mmu:56490
ENSMUSG00000090031	None
ENSMUSG00000030470	mmu:13009|Csrp3, CRP3, MLP, MMLP|http://www.genome.jp/dbget-bin/www_bget?mmu:13009
ENSMUSG00000074357	None
ENSMUSG00000022517	mmu:17237|Mgrn1, 2610042J20Rik, mKIAA0544, md, nc|http://www.genome.jp/dbget-bin/www_bget?mmu:17237
ENSMUSG00000056076	mmu:27979|Eif3b, AL033316, AL033334, AL033369, AW208965, D5Wsu45e, EIF3-ETA, EIF3-P110, EIF3-P116, Eif3s9, PRT1|http://www.genome.jp/dbget-bin/www_bget?mmu:27979
ENSMUSG00000096935	mmu:76642|1700113A16Rik, 2210408E11Rik, AA408983|http://www.genome.jp/dbget-bin/www_bget?mmu:76642
ENSMUSG00000006442	mmu:20810|Srm, AA407669, SpdST, SpdSy|http://www.genome.jp/dbget-bin/www_bget?mmu:20810
ENSMUSG00000038256	mmu:77578|Bcl9, 2610202E01Rik, 8030475K17Rik, A330041G23Rik, Gm130|http://www.genome.jp/dbget-bin/www_bget?mmu:77578
ENSMUSG00000034329	mmu:237911|Brip1, 3110009N10Rik, 8030460J03Rik, Bach1, FACJ, Fancj, OF|http://www.genome.jp/dbget-bin/www_bget?mmu:237911
ENSMUSG00000030830	mmu:16408|Itgal, (p180), Cd11a, LFA-1, LFA-1A, Ly-15, Ly-21|http://www.genome.jp/dbget-bin/www_bget?mmu:16408
ENSMUSG00000046908	mmu:16995|Ltb4r1, BLT1, BLTR, Ltb4r, mBLTR|http://www.genome.jp/dbget-bin/www_bget?mmu:16995
ENSMUSG00000071660	mmu:70387|Ttc9c, 2210019E14Rik, 6330408J23Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:70387
ENSMUSG00000039099	mmu:626359|Wdr93, EG626359|http://www.genome.jp/dbget-bin/www_bget?mmu:626359
ENSMUSG00000028926	mmu:18647|Cdk14, Pftk1, mKIAA0834|http://www.genome.jp/dbget-bin/www_bget?mmu:18647
ENSMUSG00000024696	mmu:107321|Lpxn, 4933402K05Rik, A530083L21Rik, AV278559, LDPL|http://www.genome.jp/dbget-bin/www_bget?mmu:107321
ENSMUSG00000004947	mmu:74198|Dtx2, 2610524D08Rik, AA408415, AU022494, Deltex2|http://www.genome.jp/dbget-bin/www_bget?mmu:74198
ENSMUSG00000036928	mmu:50878|Stag3, SA-2|http://www.genome.jp/dbget-bin/www_bget?mmu:50878
ENSMUSG00000066406	mmu:75547|Akap13, 1700026G02Rik, 5730522G15Rik, 5830460E08Rik, AKAP-13, AKAP-Lbc, BRX, Ht31, LBC, PROTO-LB, PROTO-LBC|http://www.genome.jp/dbget-bin/www_bget?mmu:75547
ENSMUSG00000015127	mmu:74154|Unkl, 1300004G08Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:74154
ENSMUSG00000044854	mmu:73363|1700056E22Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:73363
ENSMUSG00000031982	mmu:68865|Arv1, 1110067L22Rik, AI461928, AW121084|http://www.genome.jp/dbget-bin/www_bget?mmu:68865
ENSMUSG00000028496	mmu:70122|Mllt3, 2210011H10Rik, 2610012I03Rik, 3830408D16Rik, Af9, D4Ertd321e|http://www.genome.jp/dbget-bin/www_bget?mmu:70122
ENSMUSG00000050357	mmu:234695|Carmil2, CG1399-PB, D130029J02Rik, Gm585, Rltpr|http://www.genome.jp/dbget-bin/www_bget?mmu:234695
ENSMUSG00000021752	mmu:71393|Kctd6, 5430433B02Rik, AU044285|http://www.genome.jp/dbget-bin/www_bget?mmu:71393
ENSMUSG00000071350	mmu:239122|Setdb2, Clld8, Gm293, KMT1F|http://www.genome.jp/dbget-bin/www_bget?mmu:239122
ENSMUSG00000030888	mmu:101867|Rrp8, 1500003O22Rik, 2900001K19Rik, AW538116, NML|http://www.genome.jp/dbget-bin/www_bget?mmu:101867
ENSMUSG00000036867	mmu:17130|Smad6, Madh6, b2b390Clo|http://www.genome.jp/dbget-bin/www_bget?mmu:17130
ENSMUSG00000034275	mmu:235086|Igsf9b, AI414108, AI854107, Gm508, mKIAA1030|http://www.genome.jp/dbget-bin/www_bget?mmu:235086
ENSMUSG00000034940	mmu:217030|Synrg, Ap1gbp1, SYNG|http://www.genome.jp/dbget-bin/www_bget?mmu:217030
ENSMUSG00000022109	mmu:67381|Med4, 2410046H15Rik, DRIP36, HSPC126, TRAP36, Vdirp, Vdrip|http://www.genome.jp/dbget-bin/www_bget?mmu:67381
ENSMUSG00000072769	None
ENSMUSG00000024268	mmu:108013|Celf4, A230070D14Rik, BRUNOL-4, Brul4, Brunol4, C130060B05Rik|http://www.genome.jp/dbget-bin/www_bget?mmu:108013
ENSMUSG00000037509	mmu:226970|Arhgef4, 9330140K16Rik, Asef|http://www.genome.jp/dbget-bin/www_bget?mmu:226970
ENSMUSG00000030159	mmu:56760|Clec1b, 1810061I13Rik, Clec-2, Clec2|http://www.genome.jp/dbget-bin/www_bget?mmu:56760

--------------------

////
Query:              	ENSMUSG00000029408
Gene:               	mmu:56325	Abcb9, TAPL, mKIAA1520
Entrez Gene ID:      	56325
Pathway:            	Lysosome	KEGG PATHWAY	mmu04142
                    	ABC-family proteins mediated transport	Reactome	R-MMU-382556
                    	ABC transporters	KEGG PATHWAY	mmu02010
                    	Transport of small molecules	Reactome	R-MMU-382551
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	ATP binding	Gene Ontology	GO:0005524
                    	lysosome	Gene Ontology	GO:0005764
                    	lysosomal membrane	Gene Ontology	GO:0005765
                    	endoplasmic reticulum membrane	Gene Ontology	GO:0005789
                    	protein transport	Gene Ontology	GO:0015031
                    	ATPase-coupled peptide antigen transmembrane transporter activity	Gene Ontology	GO:0015433
                    	ATPase-coupled peptide transmembrane transporter activity	Gene Ontology	GO:0015440
                    	peptide transport	Gene Ontology	GO:0015833
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	ATPase activity	Gene Ontology	GO:0016887
                    	antigen processing and presentation of endogenous peptide antigen via MHC class I	Gene Ontology	GO:0019885
                    	transmembrane transporter activity	Gene Ontology	GO:0022857
                    	integral component of endoplasmic reticulum membrane	Gene Ontology	GO:0030176
                    	MHC class I protein binding	Gene Ontology	GO:0042288
                    	ATPase-coupled transmembrane transporter activity	Gene Ontology	GO:0042626
                    	protein homodimerization activity	Gene Ontology	GO:0042803
                    	MHC class I peptide loading complex	Gene Ontology	GO:0042824
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	TAP1 binding	Gene Ontology	GO:0046978
                    	transmembrane transport	Gene Ontology	GO:0055085
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	lysosome	Gene Ontology Slim	GO:0005764
                    	vacuole	Gene Ontology Slim	GO:0005773
                    	transport	Gene Ontology Slim	GO:0006810
                    	protein transport	Gene Ontology Slim	GO:0015031
                    	ATPase activity	Gene Ontology Slim	GO:0016887
                    	transmembrane transporter activity	Gene Ontology Slim	GO:0022857
                    	organelle	Gene Ontology Slim	GO:0043226
                    	transmembrane transport	Gene Ontology Slim	GO:0055085
////
Query:              	ENSMUSG00000037049
Gene:               	mmu:20597	Smpd1, A-SMase, ASM, Zn-SMase, aSMase
Entrez Gene ID:      	20597
Pathway:            	Metabolic pathways	KEGG PATHWAY	mmu01100
                    	Sphingolipid signaling pathway	KEGG PATHWAY	mmu04071
                    	Necroptosis	KEGG PATHWAY	mmu04217
                    	sphingomyelin metabolism	BioCyc	PWY3DJ-11281
                    	Lysosome	KEGG PATHWAY	mmu04142
                    	Sphingolipid metabolism	KEGG PATHWAY	mmu00600
                    	Metabolism of lipids	Reactome	R-MMU-556833
                    	Metabolism	Reactome	R-MMU-1430728
                    	Sphingolipid metabolism	Reactome	R-MMU-428157
                    	Glycosphingolipid metabolism	Reactome	R-MMU-1660662
GO:                 	sphingomyelin phosphodiesterase activity	Gene Ontology	GO:0004767
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	lysosome	Gene Ontology	GO:0005764
                    	endosome	Gene Ontology	GO:0005768
                    	plasma membrane	Gene Ontology	GO:0005886
                    	ceramide metabolic process	Gene Ontology	GO:0006672
                    	sphingomyelin catabolic process	Gene Ontology	GO:0006685
                    	phosphoric diester hydrolase activity	Gene Ontology	GO:0008081
                    	metabolic process	Gene Ontology	GO:0008152
                    	cholesterol metabolic process	Gene Ontology	GO:0008203
                    	zinc ion binding	Gene Ontology	GO:0008270
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	hydrolase activity, acting on glycosyl bonds	Gene Ontology	GO:0016798
                    	termination of signal transduction	Gene Ontology	GO:0023021
                    	positive regulation of protein dephosphorylation	Gene Ontology	GO:0035307
                    	response to cocaine	Gene Ontology	GO:0042220
                    	lamellar body	Gene Ontology	GO:0042599
                    	positive regulation of apoptotic process	Gene Ontology	GO:0043065
                    	negative regulation of MAP kinase activity	Gene Ontology	GO:0043407
                    	ceramide biosynthetic process	Gene Ontology	GO:0046513
                    	metal ion binding	Gene Ontology	GO:0046872
                    	acid sphingomyelin phosphodiesterase activity	Gene Ontology	GO:0061750
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	lysosome	Gene Ontology Slim	GO:0005764
                    	endosome	Gene Ontology Slim	GO:0005768
                    	vacuole	Gene Ontology Slim	GO:0005773
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	hydrolase activity, acting on glycosyl bonds	Gene Ontology Slim	GO:0016798
                    	cytoplasmic vesicle	Gene Ontology Slim	GO:0031410
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000025017
Gene:               	mmu:83490	Pik3ap1, 1810044J04Rik, BCAP
Entrez Gene ID:      	83490
Pathway:            	PI3K-Akt signaling pathway	KEGG PATHWAY	mmu04151
                    	B cell receptor signaling pathway	KEGG PATHWAY	mmu04662
                    	PIP3 activates AKT signaling	Reactome	R-MMU-1257604
                    	Signaling by the B Cell Receptor (BCR)	Reactome	R-MMU-983705
                    	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-MMU-983695
                    	Immune System	Reactome	R-MMU-168256
                    	Adaptive Immune System	Reactome	R-MMU-1280218
                    	Intracellular signaling by second messengers	Reactome	R-MMU-9006925
                    	Signal Transduction	Reactome	R-MMU-162582
                    	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-MMU-6811558
                    	Negative regulation of the PI3K/AKT network	Reactome	R-MMU-199418
GO:                 	signaling receptor binding	Gene Ontology	GO:0005102
                    	protein binding	Gene Ontology	GO:0005515
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	positive regulation of phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014068
                    	membrane	Gene Ontology	GO:0016020
                    	negative regulation of toll-like receptor signaling pathway	Gene Ontology	GO:0034122
                    	positive regulation of toll-like receptor signaling pathway	Gene Ontology	GO:0034123
                    	toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034134
                    	toll-like receptor 4 signaling pathway	Gene Ontology	GO:0034142
                    	toll-like receptor 7 signaling pathway	Gene Ontology	GO:0034154
                    	toll-like receptor 9 signaling pathway	Gene Ontology	GO:0034162
                    	phosphatidylinositol 3-kinase regulatory subunit binding	Gene Ontology	GO:0036312
                    	identical protein binding	Gene Ontology	GO:0042802
                    	regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043122
                    	regulation of MAPK cascade	Gene Ontology	GO:0043408
                    	regulation of inflammatory response	Gene Ontology	GO:0050727
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
////
Query:              	ENSMUSG00000018983
Gene:               	mmu:242705	E2f2, E2F-2
Entrez Gene ID:      	242705
Pathway:            	Gastric cancer	KEGG PATHWAY	mmu05226
                    	Cellular senescence	KEGG PATHWAY	mmu04218
                    	Human cytomegalovirus infection	KEGG PATHWAY	mmu05163
                    	Human T-cell leukemia virus 1 infection	KEGG PATHWAY	mmu05166
                    	Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	mmu05167
                    	Epstein-Barr virus infection	KEGG PATHWAY	mmu05169
                    	Cyclin D associated events in G1	Reactome	R-MMU-69231
                    	MicroRNAs in cancer	KEGG PATHWAY	mmu05206
                    	Pathways in cancer	KEGG PATHWAY	mmu05200
                    	Hepatocellular carcinoma	KEGG PATHWAY	mmu05225
                    	Hepatitis C	KEGG PATHWAY	mmu05160
                    	Hepatitis B	KEGG PATHWAY	mmu05161
                    	Cushing syndrome	KEGG PATHWAY	mmu04934
                    	Glioma	KEGG PATHWAY	mmu05214
                    	DNA Replication	Reactome	R-MMU-69306
                    	CDC6 association with the ORC:origin complex	Reactome	R-MMU-68689
                    	Cell cycle	KEGG PATHWAY	mmu04110
                    	Breast cancer	KEGG PATHWAY	mmu05224
                    	Small cell lung cancer	KEGG PATHWAY	mmu05222
                    	Melanoma	KEGG PATHWAY	mmu05218
                    	Prostate cancer	KEGG PATHWAY	mmu05215
                    	Pancreatic cancer	KEGG PATHWAY	mmu05212
                    	Chronic myeloid leukemia	KEGG PATHWAY	mmu05220
                    	Non-small cell lung cancer	KEGG PATHWAY	mmu05223
                    	Bladder cancer	KEGG PATHWAY	mmu05219
                    	Endocrine resistance	KEGG PATHWAY	mmu01522
                    	G1 Phase	Reactome	R-MMU-69236
                    	Cell Cycle	Reactome	R-MMU-1640170
                    	Assembly of the pre-replicative complex	Reactome	R-MMU-68867
                    	Cell Cycle, Mitotic	Reactome	R-MMU-69278
                    	Mitotic G1-G1/S phases	Reactome	R-MMU-453279
                    	DNA Replication Pre-Initiation	Reactome	R-MMU-69002
GO:                 	negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122
                    	RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977
                    	DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981
                    	cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000987
                    	DNA-binding transcription activator activity, RNA polymerase II-specific	Gene Ontology	GO:0001228
                    	DNA binding	Gene Ontology	GO:0003677
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	protein binding	Gene Ontology	GO:0005515
